Matrícula;Data Afastamento;Data Retorno;Motivo
34690;11/11/2008;;Demissão
34691;13/03/2009;;Demissão
34691;09/02/2009;22/02/2009;Férias
34692;09/04/2010;;Demissão
34692;22/12/2009;01/01/2010;Férias
34692;09/02/2009;22/02/2009;Férias
34693;20/09/2010;;Demissão
34693;30/08/2010;13/09/2010;Férias
34693;22/12/2009;01/01/2010;Férias
34694;14/11/2017;;Demissão
34694;21/08/2017;05/09/2017;Férias
34694;17/04/2017;02/05/2017;Férias
34694;04/08/2016;03/09/2016;Férias
34694;02/02/2015;04/03/2015;Férias
34694;24/08/2014;23/09/2014;Férias
34694;11/08/2013;31/08/2013;Férias
34694;12/08/2012;01/09/2012;Férias
34694;25/06/2012;05/07/2012;Férias
34694;22/08/2011;21/09/2011;Férias
34694;02/08/2010;01/09/2010;Férias
34695;04/09/2019;23/09/2019;Férias
34695;22/05/2019;10/06/2019;Férias
34695;20/12/2018;31/12/2018;Férias
34695;13/08/2018;12/09/2018;Férias
34695;05/09/2016;15/09/2016;Férias
34695;15/08/2016;04/09/2016;Férias
34695;28/03/2016;15/04/2016;Férias
34695;21/12/2015;02/01/2016;Férias
34695;17/08/2015;22/08/2015;Férias
34695;03/08/2015;17/08/2015;Férias
34695;15/12/2014;26/12/2014;Férias
34695;11/08/2014;31/08/2014;Férias
34695;12/05/2014;22/05/2014;Férias
34695;13/07/2013;02/01/2014;Auxilio Doença
34695;23/06/2013;03/07/2013;Férias
34695;22/04/2013;12/05/2013;Férias
34695;13/11/2011;03/12/2011;Férias
34695;28/08/2011;17/09/2011;Férias
34695;17/04/2011;27/04/2011;Férias
34695;15/08/2010;04/09/2010;Férias
34696;19/01/2009;;Demissão
34697;07/06/2013;;Demissão
34697;28/05/2012;07/06/2012;Férias
34697;01/11/2011;11/11/2011;Férias
34697;11/07/2011;31/07/2011;Férias
34697;18/04/2011;28/04/2011;Férias
34697;09/08/2010;29/08/2010;Férias
34698;29/01/2013;;Suspensão Contrato de Trabalho
34698;28/12/2009;29/01/2013;Auxilio Doença
34698;01/09/2009;01/10/2009;Auxilio Doença
34698;13/05/2009;13/07/2009;Auxilio Doença
34699;17/02/2009;;Demissão
34700;08/03/2010;;Demissão
34700;22/12/2009;01/01/2010;Férias
34701;13/05/2009;;Demissão
34702;03/12/2009;;Demissão
34703;16/10/2008;;Demissão
34704;06/07/2009;;Demissão
34705;11/11/2013;;Demissão
34705;21/10/2013;31/10/2013;Férias
34705;12/08/2013;22/08/2013;Férias
34705;28/01/2013;17/02/2013;Férias
34705;17/12/2012;06/01/2013;Férias
34705;20/01/2012;30/01/2012;Férias
34705;09/01/2012;20/01/2012;Férias
34705;19/12/2011;07/01/2012;Férias
34705;04/10/2010;20/10/2010;Férias
34705;04/01/2010;18/01/2010;Férias
34705;09/02/2009;22/02/2009;Férias
34706;09/10/2009;;Demissão
34706;15/04/2009;17/06/2009;Auxilio Doença
34707;04/02/2011;;Demissão
34707;17/01/2011;28/01/2011;Férias
34707;04/01/2010;18/01/2010;Férias
34707;02/03/2009;13/03/2009;Auxilio Doença
34707;09/02/2009;22/02/2009;Férias
34708;13/02/2009;;Demissão
34709;20/11/2008;;Demissão
34710;23/07/2013;;Suspensão Contrato de Trabalho
34710;24/09/2012;23/07/2013;Auxilio Doença
34710;23/05/2012;24/08/2012;Auxilio Doença
34710;20/01/2012;30/01/2012;Férias
34710;09/01/2012;20/01/2012;Férias
34710;19/12/2011;07/01/2012;Férias
34710;18/07/2011;03/08/2011;Férias
34710;31/01/2011;14/02/2011;Férias
34710;26/07/2010;15/08/2010;Férias
34710;22/12/2009;01/01/2010;Férias
34711;16/09/2009;;Demissão
34711;27/05/2009;23/07/2009;Auxilio Doença
34712;09/12/2008;;Demissão
34713;15/01/2009;;Demissão
34714;14/07/2015;;Demissão
34714;01/06/2015;01/07/2015;Suspensão Contrato de Trabalho
34714;01/08/2014;01/06/2015;Licença Não Remunerada
34714;01/05/2014;30/06/2014;Licença Não Remunerada
34714;09/02/2009;22/02/2009;Férias
34715;17/06/2019;01/07/2019;Férias
34715;20/12/2018;31/12/2018;Férias
34715;03/12/2018;18/12/2018;Férias
34715;10/09/2018;25/09/2018;Férias
34715;16/07/2018;31/07/2018;Férias
34715;02/01/2018;17/01/2018;Férias
34715;05/06/2017;05/07/2017;Férias
34715;18/01/2016;02/02/2016;Férias
34715;21/12/2015;05/01/2016;Férias
34715;15/12/2014;04/01/2015;Férias
34715;05/05/2014;04/06/2014;Férias
34715;05/08/2013;04/09/2013;Férias
34715;26/03/2012;15/04/2012;Férias
34715;05/09/2011;25/09/2011;Férias
34715;12/07/2010;01/08/2010;Férias
34716;15/02/2012;;Demissão
34716;20/06/2011;10/07/2011;Férias
34716;01/03/2010;25/03/2010;Férias
34717;11/05/2010;;Demissão
34717;04/01/2010;18/01/2010;Férias
34718;05/08/2009;;Demissão
34719;13/03/2009;;Demissão
34720;21/01/2009;;Demissão
34721;01/09/2010;;Demissão
34721;05/02/2010;05/06/2010;Licença Maternidade
34722;10/03/2010;;Demissão
34722;19/10/2009;18/11/2009;Férias
34723;10/03/2010;;Demissão
34724;16/04/2009;;Demissão
34725;21/01/2009;;Demissão
34726;03/11/2009;;Demissão
34727;08/01/2010;;Demissão
34728;16/10/2009;;Demissão
34729;05/07/2012;;Demissão
34729;26/04/2012;07/06/2012;Auxilio Doença
34729;13/02/2012;04/03/2012;Férias
34729;03/01/2012;13/01/2012;Férias
34729;22/08/2011;11/09/2011;Férias
34729;12/04/2010;02/05/2010;Férias
34730;01/04/2019;20/04/2019;Férias
34730;20/12/2018;31/12/2018;Férias
34730;11/09/2018;11/10/2018;Férias
34730;02/01/2018;15/01/2018;Férias
34730;19/01/2017;17/02/2017;Auxilio Doença
34730;25/08/2016;11/09/2016;Férias
34730;22/08/2016;25/08/2016;Férias
34730;10/08/2016;20/08/2016;Férias
34730;21/12/2015;02/01/2016;Férias
34730;29/07/2015;03/08/2015;Férias
34730;20/07/2015;29/07/2015;Férias
34730;04/05/2015;14/05/2015;Férias
34730;15/12/2014;26/12/2014;Férias
34730;24/11/2014;13/12/2014;Férias
34730;06/03/2014;17/03/2014;Férias
34730;13/01/2014;01/02/2014;Férias
34730;24/12/2013;04/01/2014;Férias
34730;29/05/2013;30/07/2013;Auxilio Doença
34730;07/01/2013;27/01/2013;Férias
34730;23/04/2012;20/10/2012;Licença Maternidade
34730;12/12/2011;01/01/2012;Férias
34730;18/04/2011;08/05/2011;Férias
34730;03/12/2010;04/02/2011;Auxilio Doença
34730;09/02/2009;22/02/2009;Férias
34731;27/02/2009;;Demissão
34732;19/01/2009;;Demissão
34733;06/05/2009;;Demissão
34734;03/07/2009;;Demissão
34735;18/09/2008;;Demissão
34736;10/06/2010;;Demissão
34736;04/01/2010;04/05/2010;Licença Maternidade
34736;08/07/2009;04/01/2010;Auxilio Doença
34737;19/01/2009;;Demissão
34738;17/10/2008;;Demissão
34739;06/03/2009;;Demissão
34740;07/12/2009;;Demissão
34741;18/08/2009;;Demissão
34741;23/06/2009;24/07/2009;Auxilio Doença
34742;07/12/2009;;Demissão
34743;19/01/2009;;Demissão
34744;04/06/2009;;Demissão
34745;09/03/2009;;Demissão
34745;28/01/2009;02/02/2009;Auxilio Doença
34746;16/04/2010;;Demissão
34746;22/12/2009;01/01/2010;Férias
34747;16/03/2009;;Demissão
34747;09/02/2009;22/02/2009;Férias
34748;03/06/2009;;Demissão
34749;18/01/2010;;Demissão
34749;04/01/2010;18/01/2010;Férias
34749;05/08/2009;06/10/2009;Auxilio Doença
34749;09/02/2009;22/02/2009;Férias
34750;01/07/2016;;Demissão
34750;21/12/2015;10/01/2016;Férias
34750;04/05/2015;24/05/2015;Férias
34750;07/07/2014;27/07/2014;Férias
34750;19/08/2013;08/09/2013;Férias
34750;30/07/2012;19/08/2012;Férias
34750;25/07/2011;07/08/2011;Férias
34750;18/04/2011;28/04/2011;Férias
34750;19/04/2010;09/05/2010;Férias
34751;05/12/2008;;Demissão
34752;20/03/2009;;Demissão
34753;19/01/2009;;Demissão
34754;11/05/2009;;Demissão
34754;09/02/2009;22/02/2009;Férias
34755;14/05/2013;;Demissão
34755;12/03/2012;01/04/2012;Férias
34755;20/01/2012;30/01/2012;Férias
34755;19/12/2011;18/01/2012;Férias
34755;29/11/2010;29/12/2010;Férias
34755;09/02/2009;22/02/2009;Férias
34756;17/11/2014;;Demissão
34756;23/06/2014;05/07/2014;Férias
34756;17/03/2014;09/04/2014;Férias
34756;31/12/2013;07/01/2014;Férias
34756;23/12/2013;31/12/2013;Férias
34756;28/10/2013;07/11/2013;Férias
34756;12/08/2013;24/08/2013;Férias
34756;02/04/2012;18/04/2012;Férias
34756;06/02/2012;20/02/2012;Férias
34756;05/12/2011;25/12/2011;Férias
34756;18/04/2011;28/04/2011;Férias
34756;06/09/2010;06/10/2010;Férias
34756;22/01/2009;01/02/2009;Licença Remunerada
34756;19/01/2009;22/01/2009;Férias
34756;25/12/2008;29/12/2008;Licença Remunerada
34756;17/12/2008;25/12/2008;Férias
34757;19/10/2009;;Demissão
34758;06/10/2009;;Demissão
34759;01/07/2010;;Demissão
34759;09/05/2010;29/05/2010;Férias
34759;22/12/2009;01/01/2010;Férias
34759;09/02/2009;22/02/2009;Férias
34760;16/09/2010;;Demissão
34760;25/01/2010;24/02/2010;Férias
34761;05/11/2012;;Demissão
34761;21/05/2012;20/06/2012;Férias
34761;10/10/2011;07/04/2012;Licença Maternidade
34761;30/05/2011;19/06/2011;Férias
34761;21/12/2009;14/01/2010;Férias
34762;17/02/2009;;Demissão
34763;10/11/2008;;Demissão
34765;01/02/2011;;Demissão
34765;01/11/2009;01/12/2009;Férias
34766;21/05/2009;;Demissão
34767;02/03/2009;;Demissão
34768;10/06/2015;;Demissão
34768;22/12/2014;04/01/2015;Férias
34768;27/06/2014;06/07/2014;Férias
34768;16/06/2014;27/06/2014;Férias
34768;23/12/2013;11/01/2014;Férias
34768;21/10/2013;25/10/2013;Férias
34768;12/08/2013;28/08/2013;Férias
34768;21/12/2012;31/12/2012;Férias
34768;04/06/2012;24/06/2012;Férias
34768;20/01/2012;30/01/2012;Férias
34768;19/12/2011;18/01/2012;Férias
34768;06/06/2011;12/06/2011;Férias
34768;10/01/2011;20/01/2011;Férias
34768;04/01/2010;18/01/2010;Férias
34768;13/07/2009;14/08/2009;Auxilio Doença
34768;09/02/2009;22/02/2009;Férias
34769;20/10/2008;;Demissão
34770;18/05/2009;;Demissão
34771;01/04/2010;;Demissão
34771;01/12/2009;31/03/2010;Licença Maternidade
34771;18/06/2009;01/12/2009;Auxilio Doença
34772;17/03/2010;;Demissão
34772;22/12/2009;01/01/2010;Férias
34773;21/01/2009;;Demissão
34774;23/09/2019;12/10/2019;Férias
34774;13/05/2019;01/06/2019;Férias
34774;20/12/2018;31/12/2018;Férias
34774;23/07/2018;22/08/2018;Férias
34774;17/07/2017;16/08/2017;Férias
34774;08/08/2016;26/08/2016;Férias
34774;21/12/2015;02/01/2016;Férias
34774;25/05/2015;07/06/2015;Férias
34774;04/05/2015;14/05/2015;Férias
34774;11/08/2014;19/08/2014;Férias
34774;06/03/2014;17/03/2014;Férias
34774;24/12/2013;04/01/2014;Férias
34774;05/08/2013;25/08/2013;Férias
34774;16/07/2012;01/08/2012;Férias
34774;14/05/2012;28/05/2012;Férias
34774;27/06/2011;08/08/2011;Auxilio Doença
34774;06/06/2011;26/06/2011;Férias
34774;09/08/2010;29/08/2010;Férias
34775;01/10/2009;;Demissão
34775;09/02/2009;22/02/2009;Férias
34776;16/05/2011;;Demissão
34776;01/12/2010;16/05/2011;Suspensão Contrato de Trabalho
34777;13/04/2010;;Demissão
34777;23/02/2010;31/03/2010;Auxilio Doença
34777;04/01/2010;18/01/2010;Férias
34777;09/02/2009;22/02/2009;Férias
34778;01/02/2011;;Demissão
34778;14/12/2009;13/01/2010;Férias
34779;14/02/2014;;Demissão
34779;23/12/2013;05/01/2014;Férias
34779;06/12/2013;14/12/2013;Férias
34779;12/08/2013;24/08/2013;Férias
34779;19/01/2012;29/01/2012;Férias
34779;09/01/2012;19/01/2012;Férias
34779;19/12/2011;08/01/2012;Férias
34779;19/09/2011;09/10/2011;Férias
34779;21/01/2011;21/05/2011;Auxilio Doença
34779;14/06/2010;04/07/2010;Férias
34779;25/12/2008;29/12/2008;Licença Remunerada
34779;17/12/2008;25/12/2008;Férias
34781;01/02/2011;;Demissão
34781;17/05/2010;06/06/2010;Férias
34781;25/12/2008;29/12/2008;Licença Remunerada
34781;17/12/2008;25/12/2008;Férias
34782;01/02/2011;;Demissão
34782;01/02/2010;21/02/2010;Férias
34782;25/12/2008;29/12/2008;Licença Remunerada
34782;17/12/2008;25/12/2008;Férias
34783;08/01/2009;;Demissão
34783;25/12/2008;29/12/2008;Licença Remunerada
34783;17/12/2008;25/12/2008;Férias
34784;02/04/2009;;Demissão
34785;19/02/2010;;Demissão
34785;04/08/2009;20/10/2009;Auxilio Doença
34786;04/02/2011;;Demissão
34786;01/11/2010;17/11/2010;Férias
34786;11/04/2010;01/05/2010;Férias
34786;22/12/2009;01/01/2010;Férias
34787;21/09/2010;;Demissão
34787;05/07/2010;25/07/2010;Férias
34788;07/11/2012;;Demissão
34788;13/03/2012;09/09/2012;Licença Maternidade
34788;13/02/2012;04/03/2012;Férias
34788;03/01/2012;13/01/2012;Férias
34788;15/08/2011;23/08/2011;Férias
34788;18/04/2011;28/04/2011;Férias
34788;11/04/2010;01/05/2010;Férias
34788;22/12/2009;01/01/2010;Férias
34788;05/03/2009;04/07/2009;Licença Maternidade
34789;06/12/2008;;Demissão
34790;08/12/2010;;Demissão
34790;30/08/2010;19/09/2010;Férias
34791;13/04/2010;;Demissão
34791;01/03/2010;21/03/2010;Férias
34791;16/12/2008;28/12/2008;Licença Remunerada
34791;08/12/2008;16/12/2008;Férias
34792;11/09/2018;;Demissão
34792;14/05/2018;11/06/2018;Férias
34792;29/12/2016;31/12/2016;Férias
34792;19/12/2016;29/12/2016;Férias
34792;01/10/2016;17/11/2016;Auxilio Doença
34792;22/08/2016;11/09/2016;Férias
34792;08/08/2016;11/08/2016;Férias
34792;10/12/2015;02/01/2016;Férias
34792;10/05/2015;14/05/2015;Férias
34792;04/05/2015;10/05/2015;Férias
34792;13/04/2015;23/04/2015;Férias
34792;15/12/2014;26/12/2014;Férias
34792;14/03/2014;17/03/2014;Férias
34792;06/03/2014;14/03/2014;Férias
34792;24/12/2013;04/01/2014;Férias
34792;21/10/2013;01/11/2013;Férias
34792;01/07/2013;21/07/2013;Férias
34792;16/07/2012;01/08/2012;Férias
34792;21/05/2012;04/06/2012;Férias
34792;22/08/2011;04/09/2011;Férias
34792;20/09/2010;30/09/2010;Férias
34792;16/08/2010;05/09/2010;Férias
34793;06/03/2014;;Demissão
34793;23/12/2013;12/01/2014;Férias
34793;28/10/2013;07/11/2013;Férias
34793;21/01/2013;10/02/2013;Férias
34793;06/02/2012;26/02/2012;Férias
34793;28/11/2011;08/12/2011;Férias
34793;07/02/2011;27/02/2011;Férias
34793;09/08/2010;08/09/2010;Férias
34793;22/01/2009;01/02/2009;Licença Remunerada
34793;19/01/2009;22/01/2009;Férias
34793;25/12/2008;29/12/2008;Licença Remunerada
34793;17/12/2008;25/12/2008;Férias
34794;01/02/2010;;Demissão
34795;18/09/2008;;Demissão
34796;06/12/2008;;Demissão
34797;30/12/2009;;Demissão
34797;16/12/2008;28/12/2008;Licença Remunerada
34797;08/12/2008;16/12/2008;Férias
34798;23/10/2008;;Demissão
34799;07/12/2009;;Demissão
34800;06/12/2008;;Demissão
34801;19/03/2009;;Demissão
34801;25/12/2008;29/12/2008;Licença Remunerada
34801;17/12/2008;25/12/2008;Férias
34802;16/04/2009;;Demissão
34802;01/04/2009;15/04/2009;Auxilio Doença
34802;25/12/2008;29/12/2008;Licença Remunerada
34802;17/12/2008;25/12/2008;Férias
34803;19/01/2009;;Demissão
34804;10/11/2015;;Demissão
34804;17/06/2015;27/06/2015;Férias
34804;23/06/2014;05/07/2014;Férias
34804;09/04/2014;14/04/2014;Férias
34804;17/03/2014;09/04/2014;Férias
34804;31/12/2013;07/01/2014;Férias
34804;23/12/2013;31/12/2013;Férias
34804;28/10/2013;07/11/2013;Férias
34804;12/08/2013;24/08/2013;Férias
34804;14/01/2013;13/02/2013;Férias
34804;26/12/2011;05/01/2012;Férias
34804;17/10/2011;06/11/2011;Férias
34804;31/01/2011;20/02/2011;Férias
34804;07/06/2010;27/06/2010;Férias
34804;25/12/2008;29/12/2008;Licença Remunerada
34804;17/12/2008;25/12/2008;Férias
34805;09/07/2014;;Demissão
34805;06/03/2014;17/03/2014;Férias
34805;25/11/2013;28/12/2013;Auxilio Doença
34805;30/09/2013;20/10/2013;Férias
34805;28/05/2012;11/06/2012;Férias
34805;10/10/2011;26/10/2011;Férias
34805;18/06/2011;19/09/2011;Auxilio Doença
34805;13/09/2010;13/10/2010;Férias
34805;23/11/2009;23/12/2009;Férias
34806;13/02/2009;;Demissão
34807;19/07/2010;;Demissão
34807;12/04/2010;07/05/2010;Auxilio Doença
34807;22/03/2010;11/04/2010;Férias
34809;09/09/2019;13/09/2019;Férias
34809;19/06/2019;18/08/2019;Licença Maternidade
34809;19/02/2019;19/06/2019;Licença Maternidade
34809;10/12/2018;05/01/2019;Férias
34809;06/08/2018;05/09/2018;Férias
34809;05/09/2016;15/09/2016;Férias
34809;15/08/2016;04/09/2016;Férias
34809;13/06/2016;01/07/2016;Férias
34809;21/12/2015;02/01/2016;Férias
34809;03/08/2015;12/08/2015;Férias
34809;04/05/2015;14/05/2015;Férias
34809;15/12/2014;26/12/2014;Férias
34809;04/08/2014;03/09/2014;Férias
34809;05/08/2013;04/09/2013;Férias
34809;13/02/2012;23/02/2012;Férias
34809;13/10/2011;23/10/2011;Férias
34809;08/08/2011;22/08/2011;Férias
34809;18/04/2011;28/04/2011;Férias
34809;16/08/2010;05/09/2010;Férias
34810;01/09/2009;;Demissão
34811;07/12/2009;;Demissão
34811;19/10/2009;18/11/2009;Férias
34812;13/03/2009;;Demissão
34813;07/01/2009;;Demissão
34814;12/05/2017;;Demissão
34814;21/12/2015;04/01/2016;Licença Remunerada
34814;24/12/2013;04/01/2014;Férias
34814;21/10/2013;01/11/2013;Férias
34814;09/05/2011;28/02/2013;Seguro Acidente de Trabalho
34814;01/06/2010;20/12/2010;Auxilio Doença
34814;09/05/2010;29/05/2010;Férias
34814;22/12/2009;01/01/2010;Férias
34815;19/01/2009;;Demissão
34815;01/12/2008;08/01/2009;Auxilio Doença
34816;01/06/2015;;Suspensão Contrato de Trabalho
34816;24/12/2013;04/01/2014;Férias
34816;17/10/2011;16/11/2011;Férias
34816;10/02/2011;01/04/2011;Auxilio Doença
34816;05/07/2010;25/07/2010;Férias
34817;07/01/2009;;Demissão
34818;21/07/2009;;Demissão
34819;14/04/2009;;Demissão
34820;13/11/2015;;Demissão
34820;27/07/2015;03/08/2015;Férias
34820;20/07/2015;27/07/2015;Férias
34820;04/05/2015;14/05/2015;Férias
34820;15/12/2014;26/12/2014;Férias
34820;15/03/2014;17/03/2014;Férias
34820;06/03/2014;15/03/2014;Férias
34820;24/12/2013;04/01/2014;Férias
34820;27/06/2013;07/07/2013;Férias
34820;04/02/2013;24/02/2013;Férias
34820;22/02/2012;20/08/2012;Licença Maternidade
34820;03/01/2012;13/01/2012;Férias
34820;01/11/2011;11/11/2011;Férias
34820;05/09/2011;25/09/2011;Férias
34820;30/08/2010;19/09/2010;Férias
34821;10/12/2009;;Demissão
34821;13/04/2009;11/08/2009;Licença Maternidade
34821;16/02/2009;13/04/2009;Auxilio Doença
34821;07/10/2008;05/01/2009;Auxilio Doença
34822;04/12/2009;;Demissão
34823;19/01/2009;;Demissão
34824;10/10/2011;;Demissão
34824;29/08/2011;18/09/2011;Férias
34824;18/04/2011;28/04/2011;Férias
34824;30/08/2010;19/09/2010;Férias
34825;13/05/2009;;Demissão
34825;16/03/2009;04/05/2009;Auxilio Doença
34826;10/08/2009;;Demissão
34826;29/03/2009;01/08/2009;Auxilio Doença
34827;29/04/2009;;Demissão
34828;07/01/2009;;Demissão
34829;05/06/2012;;Demissão
34829;23/01/2012;30/01/2012;Férias
34829;09/01/2012;22/01/2012;Férias
34829;21/12/2011;07/01/2012;Férias
34829;15/08/2011;04/09/2011;Férias
34829;16/08/2010;05/09/2010;Férias
34829;22/12/2009;01/01/2010;Férias
34830;17/02/2009;;Demissão
34831;07/10/2016;;Demissão
34831;26/12/2015;02/01/2016;Férias
34831;07/12/2015;26/12/2015;Férias
34831;04/12/2014;15/12/2014;Férias
34831;24/11/2014;04/12/2014;Férias
34831;19/09/2014;05/11/2014;Auxilio Doença
34831;05/05/2014;25/05/2014;Férias
34831;04/12/2013;03/01/2014;Férias
34831;21/08/2012;24/11/2012;Auxilio Doença
34831;12/03/2012;01/04/2012;Férias
34831;20/01/2012;30/01/2012;Férias
34831;09/01/2012;20/01/2012;Férias
34831;19/12/2011;07/01/2012;Férias
34831;17/01/2011;06/02/2011;Férias
34831;16/11/2009;31/01/2010;Auxilio Doença
34831;09/02/2009;22/02/2009;Férias
34832;13/05/2009;;Demissão
34832;09/02/2009;22/02/2009;Férias
34833;15/06/2009;;Demissão
34834;12/01/2009;;Demissão
34835;03/08/2009;;Demissão
34835;02/02/2009;04/03/2009;Férias
34836;07/07/2009;;Demissão
34837;19/01/2009;;Demissão
34838;08/06/2015;;Demissão
34838;04/05/2015;14/05/2015;Férias
34838;30/03/2015;13/04/2015;Férias
34838;12/01/2015;25/01/2015;Férias
34838;22/04/2014;05/05/2014;Férias
34838;31/12/2013;04/01/2014;Férias
34838;24/12/2013;31/12/2013;Férias
34838;21/10/2013;03/11/2013;Férias
34838;05/08/2013;15/08/2013;Férias
34838;21/01/2013;10/02/2013;Férias
34838;03/01/2012;13/01/2012;Férias
34838;04/10/2011;24/10/2011;Férias
34838;09/05/2010;29/05/2010;Férias
34838;22/12/2009;01/01/2010;Férias
34838;09/02/2009;22/02/2009;Férias
34839;16/05/2013;;Demissão
34839;13/07/2012;09/01/2013;Licença Maternidade
34839;28/05/2012;07/06/2012;Férias
34839;03/01/2012;13/01/2012;Férias
34839;12/12/2011;01/01/2012;Férias
34839;17/05/2011;13/11/2011;Licença Maternidade
34839;26/07/2010;15/08/2010;Férias
34840;14/05/2009;;Demissão
34841;19/01/2009;;Demissão
34842;11/12/2009;;Demissão
34843;10/10/2011;;Demissão
34843;29/08/2011;12/09/2011;Férias
34843;18/04/2011;28/04/2011;Férias
34843;09/08/2010;29/08/2010;Férias
34844;05/02/2014;;Demissão
34844;24/12/2013;04/01/2014;Férias
34844;21/10/2013;03/11/2013;Férias
34844;05/08/2013;04/09/2013;Férias
34844;25/06/2012;15/07/2012;Férias
34844;03/01/2012;13/01/2012;Férias
34844;22/08/2011;11/09/2011;Férias
34844;09/08/2010;23/08/2010;Férias
34844;22/12/2009;01/01/2010;Férias
34845;19/11/2009;;Demissão
34845;20/07/2009;21/09/2009;Auxilio Doença
34846;17/06/2019;01/07/2019;Férias
34846;07/03/2019;23/03/2019;Férias
34846;10/12/2018;09/01/2019;Férias
34846;27/09/2018;27/11/2018;Auxilio Doença
34846;07/05/2018;17/05/2018;Férias
34846;16/10/2017;26/10/2017;Férias
34846;19/06/2017;29/06/2017;Férias
34846;30/01/2017;01/03/2017;Férias
34846;15/08/2016;02/09/2016;Férias
34846;21/12/2015;02/01/2016;Férias
34846;03/11/2015;13/11/2015;Férias
34846;15/06/2015;04/07/2015;Férias
34846;05/07/2014;06/07/2014;Férias
34846;16/06/2014;05/07/2014;Férias
34846;24/12/2013;04/01/2014;Férias
34846;11/02/2013;03/03/2013;Férias
34846;23/07/2012;09/08/2012;Férias
34846;03/01/2012;16/01/2012;Férias
34846;22/08/2011;07/09/2011;Férias
34846;07/03/2011;21/03/2011;Férias
34846;05/07/2010;25/07/2010;Férias
34847;04/06/2010;;Demissão
34848;08/01/2009;;Demissão
34849;02/10/2008;;Demissão
34850;07/04/2010;;Demissão
34850;17/08/2009;15/12/2009;Licença Maternidade
34850;13/04/2009;11/05/2009;Auxilio Doença
34851;06/07/2009;;Demissão
34851;26/02/2009;25/03/2009;Auxilio Doença
34852;06/08/2009;;Demissão
34852;09/02/2009;22/02/2009;Férias
34853;02/10/2009;;Demissão
34854;12/12/2008;;Demissão
34855;02/02/2009;;Demissão
34859;01/09/2010;;Demissão
34859;12/04/2010;25/04/2010;Férias
34859;22/12/2009;01/01/2010;Férias
34860;14/09/2017;;Demissão
34860;05/06/2017;06/06/2017;Atestado Médico
34860;13/03/2017;12/04/2017;Férias
34860;12/09/2016;13/03/2017;Licença Maternidade
34860;08/08/2016;26/08/2016;Férias
34860;21/12/2015;02/01/2016;Férias
34860;15/12/2014;14/01/2015;Férias
34860;24/02/2014;15/03/2014;Férias
34860;24/12/2013;04/01/2014;Férias
34860;28/01/2013;17/02/2013;Férias
34860;07/05/2012;17/05/2012;Férias
34860;03/01/2012;13/01/2012;Férias
34860;22/08/2011;11/09/2011;Férias
34860;15/03/2010;04/04/2010;Férias
34874;21/03/2011;;Demissão
34874;20/09/2010;30/09/2010;Férias
34874;16/08/2010;09/09/2010;Férias
34878;17/06/2019;06/07/2019;Férias
34878;20/12/2018;31/12/2018;Férias
34878;02/04/2018;02/05/2018;Férias
34878;22/08/2016;11/09/2016;Férias
34878;10/08/2016;20/08/2016;Férias
34878;04/07/2016;22/07/2016;Férias
34878;21/12/2015;02/01/2016;Férias
34878;01/06/2015;14/06/2015;Férias
34878;04/05/2015;14/05/2015;Férias
34878;09/06/2014;28/06/2014;Férias
34878;24/12/2013;04/01/2014;Férias
34878;06/05/2013;26/05/2013;Férias
34878;28/05/2012;03/06/2012;Férias
34878;14/05/2012;28/05/2012;Férias
34878;01/11/2011;11/11/2011;Férias
34878;05/09/2011;25/09/2011;Férias
34878;12/07/2010;01/08/2010;Férias
34880;18/07/2009;;Demissão
34882;07/10/2009;;Demissão
34883;04/08/2009;;Demissão
34883;20/04/2009;10/07/2009;Auxilio Doença
34884;30/09/2019;19/10/2019;Férias
34884;11/03/2019;30/03/2019;Férias
34884;20/12/2018;31/12/2018;Férias
34884;10/09/2018;11/09/2018;Férias
34884;07/05/2018;17/05/2018;Férias
34884;18/12/2017;06/01/2018;Férias
34884;19/06/2017;29/06/2017;Férias
34884;19/12/2016;31/12/2016;Férias
34884;25/12/2015;02/01/2016;Férias
34884;10/12/2015;25/12/2015;Férias
34884;20/07/2015;03/08/2015;Férias
34884;13/05/2015;14/05/2015;Férias
34884;04/05/2015;13/05/2015;Férias
34884;13/04/2015;23/04/2015;Férias
34884;15/12/2014;26/12/2014;Férias
34884;18/08/2014;26/08/2014;Férias
34884;06/03/2014;17/03/2014;Férias
34884;24/12/2013;04/01/2014;Férias
34884;12/08/2013;01/09/2013;Férias
34884;27/06/2013;07/07/2013;Férias
34884;16/07/2012;01/08/2012;Férias
34884;14/05/2012;28/05/2012;Férias
34884;12/09/2011;22/09/2011;Férias
34884;18/04/2011;28/04/2011;Férias
34884;03/05/2010;27/05/2010;Férias
34885;15/05/2009;;Demissão
34886;16/09/2019;22/09/2019;Férias
34886;17/12/2018;31/12/2018;Férias
34886;11/05/2018;21/05/2018;Férias
34886;07/05/2018;11/05/2018;Férias
34886;18/12/2017;13/01/2018;Férias
34886;03/07/2017;04/07/2017;Férias
34886;19/06/2017;03/07/2017;Férias
34886;19/12/2016;31/12/2016;Férias
34886;30/12/2015;02/01/2016;Férias
34886;10/12/2015;30/12/2015;Férias
34886;04/05/2015;14/05/2015;Férias
34886;09/02/2015;02/03/2015;Férias
34886;08/03/2014;17/03/2014;Férias
34886;17/02/2014;08/03/2014;Férias
